"Sensor","Date_Time","Date","Time","Count"
"Flinders La-Swanston St (West)",2020-07-02 06:00:00,2020-07-02,6,322
"Pelham St (South)",2020-07-02 06:00:00,2020-07-02,6,23
"Melbourne Central-Elizabeth St (East)",2020-07-02 06:00:00,2020-07-02,6,98
"QVM-Queen St (East)",2020-07-02 06:00:00,2020-07-02,6,44
"QVM-Therry St (South)",2020-07-02 06:00:00,2020-07-02,6,46
"Faraday St-Lygon St (West)",2020-07-02 06:00:00,2020-07-02,6,12
"QVM-Franklin St (North)",2020-07-02 06:00:00,2020-07-02,6,49
"Elizabeth St-Lonsdale St (South)",2020-07-02 06:00:00,2020-07-02,6,27
"Lincoln-Swanston (W)",2020-07-02 06:00:00,2020-07-02,6,1
"Elizabeth St-La Trobe St (East)",2020-07-02 06:00:00,2020-07-02,6,NA
"Lonsdale St - Elizabeth St (North)",2020-07-02 06:00:00,2020-07-02,6,62
"Bourke St Bridge",2020-07-02 06:00:00,2020-07-02,6,61
"Bourke St - Spencer St (North)",2020-07-02 06:00:00,2020-07-02,6,129
"RMIT Bld 80 - 445 Swanston Street",2020-07-02 06:00:00,2020-07-02,6,NA
"Flinders La-Swanston St (West) Temporary",2020-07-02 06:00:00,2020-07-02,6,NA
"RMIT Building 14",2020-07-02 06:00:00,2020-07-02,6,27
"380 Elizabeth St",2020-07-02 06:00:00,2020-07-02,6,237
"La Trobe St (North)",2020-07-02 06:00:00,2020-07-02,6,47
"231 Bourke St",2020-07-02 06:00:00,2020-07-02,6,32
"Royal Pde - Grattan St",2020-07-02 06:00:00,2020-07-02,6,49
"Bourke Street Mall (North)",2020-07-02 07:00:00,2020-07-02,7,123
"Bourke Street Mall (South)",2020-07-02 07:00:00,2020-07-02,7,92
"Melbourne Central",2020-07-02 07:00:00,2020-07-02,7,116
"Town Hall (West)",2020-07-02 07:00:00,2020-07-02,7,195
"Princes Bridge",2020-07-02 07:00:00,2020-07-02,7,255
"Flinders Street Station Underpass",2020-07-02 07:00:00,2020-07-02,7,323
"Birrarung Marr",2020-07-02 07:00:00,2020-07-02,7,116
"Webb Bridge",2020-07-02 07:00:00,2020-07-02,7,140
"Southern Cross Station",2020-07-02 07:00:00,2020-07-02,7,256
"Victoria Point",2020-07-02 07:00:00,2020-07-02,7,89
"Waterfront City",2020-07-02 07:00:00,2020-07-02,7,44
"New Quay",2020-07-02 07:00:00,2020-07-02,7,140
"Flagstaff Station",2020-07-02 07:00:00,2020-07-02,7,NA
"Sandridge Bridge",2020-07-02 07:00:00,2020-07-02,7,223
"State Library",2020-07-02 07:00:00,2020-07-02,7,NA
"Collins St (North)",2020-07-02 07:00:00,2020-07-02,7,129
"Collins Place (South)",2020-07-02 07:00:00,2020-07-02,7,168
"Collins Place (North)",2020-07-02 07:00:00,2020-07-02,7,114
"Chinatown-Swanston St (North)",2020-07-02 07:00:00,2020-07-02,7,23
"Chinatown-Lt Bourke St (South)",2020-07-02 07:00:00,2020-07-02,7,13
"Bourke St-Russell St (West)",2020-07-02 07:00:00,2020-07-02,7,NA
"Flinders St-Elizabeth St (East)",2020-07-02 07:00:00,2020-07-02,7,429
"Spencer St-Collins St (South)",2020-07-02 07:00:00,2020-07-02,7,147
"Spencer St-Collins St (North)",2020-07-02 07:00:00,2020-07-02,7,449
"Melbourne Convention Exhibition Centre",2020-07-02 07:00:00,2020-07-02,7,305
"QV Market-Elizabeth St (West)",2020-07-02 07:00:00,2020-07-02,7,162
"QV Market-Peel St",2020-07-02 07:00:00,2020-07-02,7,54
"The Arts Centre",2020-07-02 07:00:00,2020-07-02,7,180
"St Kilda Rd-Alexandra Gardens",2020-07-02 07:00:00,2020-07-02,7,53
"Lonsdale St (South)",2020-07-02 07:00:00,2020-07-02,7,47
"Lygon St (West)",2020-07-02 07:00:00,2020-07-02,7,39
"City Square",2020-07-02 07:00:00,2020-07-02,7,NA
"Flinders St-Spring St (West)",2020-07-02 07:00:00,2020-07-02,7,NA
"Flinders St-Spark La",2020-07-02 07:00:00,2020-07-02,7,40
"Southbank",2020-07-02 07:00:00,2020-07-02,7,165
"Queen St (West)",2020-07-02 07:00:00,2020-07-02,7,83
"Lygon St (East)",2020-07-02 07:00:00,2020-07-02,7,22
"Alfred Place",2020-07-02 07:00:00,2020-07-02,7,NA
"Lonsdale St-Spring St (West)",2020-07-02 07:00:00,2020-07-02,7,68
"Grattan St-Swanston St (West)",2020-07-02 07:00:00,2020-07-02,7,51
"Monash Rd-Swanston St (West)",2020-07-02 07:00:00,2020-07-02,7,35
"Tin Alley-Swanston St (West)",2020-07-02 07:00:00,2020-07-02,7,15
"Little Collins St-Swanston St (East)",2020-07-02 07:00:00,2020-07-02,7,117
"Flinders La-Swanston St (West)",2020-07-02 07:00:00,2020-07-02,7,404
"Pelham St (South)",2020-07-02 07:00:00,2020-07-02,7,11
"Melbourne Central-Elizabeth St (East)",2020-07-02 07:00:00,2020-07-02,7,143
"QVM-Queen St (East)",2020-07-02 07:00:00,2020-07-02,7,90
"QVM-Therry St (South)",2020-07-02 07:00:00,2020-07-02,7,52
"Faraday St-Lygon St (West)",2020-07-02 07:00:00,2020-07-02,7,52
"QVM-Franklin St (North)",2020-07-02 07:00:00,2020-07-02,7,33
"Elizabeth St-Lonsdale St (South)",2020-07-02 07:00:00,2020-07-02,7,58
"Lincoln-Swanston (W)",2020-07-02 07:00:00,2020-07-02,7,NA
"Elizabeth St-La Trobe St (East)",2020-07-02 07:00:00,2020-07-02,7,NA
"Lonsdale St - Elizabeth St (North)",2020-07-02 07:00:00,2020-07-02,7,35
"Bourke St Bridge",2020-07-02 07:00:00,2020-07-02,7,103
"Bourke St - Spencer St (North)",2020-07-02 07:00:00,2020-07-02,7,241
"RMIT Bld 80 - 445 Swanston Street",2020-07-02 07:00:00,2020-07-02,7,11
"Flinders La-Swanston St (West) Temporary",2020-07-02 07:00:00,2020-07-02,7,NA
"RMIT Building 14",2020-07-02 07:00:00,2020-07-02,7,64
"380 Elizabeth St",2020-07-02 07:00:00,2020-07-02,7,179
"La Trobe St (North)",2020-07-02 07:00:00,2020-07-02,7,27
"231 Bourke St",2020-07-02 07:00:00,2020-07-02,7,76
"Royal Pde - Grattan St",2020-07-02 07:00:00,2020-07-02,7,123
"Bourke Street Mall (North)",2020-07-02 08:00:00,2020-07-02,8,218
"Bourke Street Mall (South)",2020-07-02 08:00:00,2020-07-02,8,174
"Melbourne Central",2020-07-02 08:00:00,2020-07-02,8,166
"Town Hall (West)",2020-07-02 08:00:00,2020-07-02,8,288
"Princes Bridge",2020-07-02 08:00:00,2020-07-02,8,423
"Flinders Street Station Underpass",2020-07-02 08:00:00,2020-07-02,8,486
"Birrarung Marr",2020-07-02 08:00:00,2020-07-02,8,167
"Webb Bridge",2020-07-02 08:00:00,2020-07-02,8,165
"Southern Cross Station",2020-07-02 08:00:00,2020-07-02,8,308
"Victoria Point",2020-07-02 08:00:00,2020-07-02,8,78
"Waterfront City",2020-07-02 08:00:00,2020-07-02,8,33
"New Quay",2020-07-02 08:00:00,2020-07-02,8,190
"Flagstaff Station",2020-07-02 08:00:00,2020-07-02,8,NA
"Sandridge Bridge",2020-07-02 08:00:00,2020-07-02,8,395
"State Library",2020-07-02 08:00:00,2020-07-02,8,NA
"Collins St (North)",2020-07-02 08:00:00,2020-07-02,8,341
"Collins Place (South)",2020-07-02 08:00:00,2020-07-02,8,295
"Collins Place (North)",2020-07-02 08:00:00,2020-07-02,8,208
"Chinatown-Swanston St (North)",2020-07-02 08:00:00,2020-07-02,8,37
"Chinatown-Lt Bourke St (South)",2020-07-02 08:00:00,2020-07-02,8,38
"Bourke St-Russell St (West)",2020-07-02 08:00:00,2020-07-02,8,NA
"Flinders St-Elizabeth St (East)",2020-07-02 08:00:00,2020-07-02,8,764
"Spencer St-Collins St (South)",2020-07-02 08:00:00,2020-07-02,8,190
"Spencer St-Collins St (North)",2020-07-02 08:00:00,2020-07-02,8,687
"Melbourne Convention Exhibition Centre",2020-07-02 08:00:00,2020-07-02,8,367
"QV Market-Elizabeth St (West)",2020-07-02 08:00:00,2020-07-02,8,268
"QV Market-Peel St",2020-07-02 08:00:00,2020-07-02,8,91
"The Arts Centre",2020-07-02 08:00:00,2020-07-02,8,277
"St Kilda Rd-Alexandra Gardens",2020-07-02 08:00:00,2020-07-02,8,107
"Lonsdale St (South)",2020-07-02 08:00:00,2020-07-02,8,82
"Lygon St (West)",2020-07-02 08:00:00,2020-07-02,8,63
"City Square",2020-07-02 08:00:00,2020-07-02,8,NA
"Flinders St-Spring St (West)",2020-07-02 08:00:00,2020-07-02,8,NA
"Flinders St-Spark La",2020-07-02 08:00:00,2020-07-02,8,62
"Southbank",2020-07-02 08:00:00,2020-07-02,8,280
"Queen St (West)",2020-07-02 08:00:00,2020-07-02,8,180
"Lygon St (East)",2020-07-02 08:00:00,2020-07-02,8,37
"Alfred Place",2020-07-02 08:00:00,2020-07-02,8,NA
"Lonsdale St-Spring St (West)",2020-07-02 08:00:00,2020-07-02,8,151
"Grattan St-Swanston St (West)",2020-07-02 08:00:00,2020-07-02,8,62
"Monash Rd-Swanston St (West)",2020-07-02 08:00:00,2020-07-02,8,58
"Tin Alley-Swanston St (West)",2020-07-02 08:00:00,2020-07-02,8,39
"Little Collins St-Swanston St (East)",2020-07-02 08:00:00,2020-07-02,8,185
"Flinders La-Swanston St (West)",2020-07-02 08:00:00,2020-07-02,8,651
"Pelham St (South)",2020-07-02 08:00:00,2020-07-02,8,32
"Melbourne Central-Elizabeth St (East)",2020-07-02 08:00:00,2020-07-02,8,314
"QVM-Queen St (East)",2020-07-02 08:00:00,2020-07-02,8,121
"QVM-Therry St (South)",2020-07-02 08:00:00,2020-07-02,8,85
"Faraday St-Lygon St (West)",2020-07-02 08:00:00,2020-07-02,8,84
"QVM-Franklin St (North)",2020-07-02 08:00:00,2020-07-02,8,58
"Elizabeth St-Lonsdale St (South)",2020-07-02 08:00:00,2020-07-02,8,105
"Lincoln-Swanston (W)",2020-07-02 08:00:00,2020-07-02,8,NA
"Elizabeth St-La Trobe St (East)",2020-07-02 08:00:00,2020-07-02,8,NA
"Lonsdale St - Elizabeth St (North)",2020-07-02 08:00:00,2020-07-02,8,114
"Bourke St Bridge",2020-07-02 08:00:00,2020-07-02,8,167
"Bourke St - Spencer St (North)",2020-07-02 08:00:00,2020-07-02,8,368
"RMIT Bld 80 - 445 Swanston Street",2020-07-02 08:00:00,2020-07-02,8,19
"Flinders La-Swanston St (West) Temporary",2020-07-02 08:00:00,2020-07-02,8,NA
"RMIT Building 14",2020-07-02 08:00:00,2020-07-02,8,114
"380 Elizabeth St",2020-07-02 08:00:00,2020-07-02,8,292
"La Trobe St (North)",2020-07-02 08:00:00,2020-07-02,8,44
"231 Bourke St",2020-07-02 08:00:00,2020-07-02,8,116
"Royal Pde - Grattan St",2020-07-02 08:00:00,2020-07-02,8,133
"Bourke Street Mall (North)",2020-07-02 09:00:00,2020-07-02,9,359
"Bourke Street Mall (South)",2020-07-02 09:00:00,2020-07-02,9,204
"Melbourne Central",2020-07-02 09:00:00,2020-07-02,9,267
"Town Hall (West)",2020-07-02 09:00:00,2020-07-02,9,454
"Princes Bridge",2020-07-02 09:00:00,2020-07-02,9,376
"Flinders Street Station Underpass",2020-07-02 09:00:00,2020-07-02,9,353
"Birrarung Marr",2020-07-02 09:00:00,2020-07-02,9,104
"Webb Bridge",2020-07-02 09:00:00,2020-07-02,9,135
"Southern Cross Station",2020-07-02 09:00:00,2020-07-02,9,179
"Victoria Point",2020-07-02 09:00:00,2020-07-02,9,58
"Waterfront City",2020-07-02 09:00:00,2020-07-02,9,30
"New Quay",2020-07-02 09:00:00,2020-07-02,9,131
"Flagstaff Station",2020-07-02 09:00:00,2020-07-02,9,NA
"Sandridge Bridge",2020-07-02 09:00:00,2020-07-02,9,250
"State Library",2020-07-02 09:00:00,2020-07-02,9,NA
"Collins St (North)",2020-07-02 09:00:00,2020-07-02,9,394
"Collins Place (South)",2020-07-02 09:00:00,2020-07-02,9,258
"Collins Place (North)",2020-07-02 09:00:00,2020-07-02,9,218
"Chinatown-Swanston St (North)",2020-07-02 09:00:00,2020-07-02,9,56
"Chinatown-Lt Bourke St (South)",2020-07-02 09:00:00,2020-07-02,9,48
"Bourke St-Russell St (West)",2020-07-02 09:00:00,2020-07-02,9,NA
"Flinders St-Elizabeth St (East)",2020-07-02 09:00:00,2020-07-02,9,670
"Spencer St-Collins St (South)",2020-07-02 09:00:00,2020-07-02,9,174
"Spencer St-Collins St (North)",2020-07-02 09:00:00,2020-07-02,9,462
"Melbourne Convention Exhibition Centre",2020-07-02 09:00:00,2020-07-02,9,334
"QV Market-Elizabeth St (West)",2020-07-02 09:00:00,2020-07-02,9,328
"QV Market-Peel St",2020-07-02 09:00:00,2020-07-02,9,110
"The Arts Centre",2020-07-02 09:00:00,2020-07-02,9,241
"St Kilda Rd-Alexandra Gardens",2020-07-02 09:00:00,2020-07-02,9,77
"Lonsdale St (South)",2020-07-02 09:00:00,2020-07-02,9,105
"Lygon St (West)",2020-07-02 09:00:00,2020-07-02,9,94
"City Square",2020-07-02 09:00:00,2020-07-02,9,NA
"Flinders St-Spring St (West)",2020-07-02 09:00:00,2020-07-02,9,NA
"Flinders St-Spark La",2020-07-02 09:00:00,2020-07-02,9,45
"Southbank",2020-07-02 09:00:00,2020-07-02,9,240
"Queen St (West)",2020-07-02 09:00:00,2020-07-02,9,173
"Lygon St (East)",2020-07-02 09:00:00,2020-07-02,9,51
"Alfred Place",2020-07-02 09:00:00,2020-07-02,9,NA
"Lonsdale St-Spring St (West)",2020-07-02 09:00:00,2020-07-02,9,133
"Grattan St-Swanston St (West)",2020-07-02 09:00:00,2020-07-02,9,67
"Monash Rd-Swanston St (West)",2020-07-02 09:00:00,2020-07-02,9,51
"Tin Alley-Swanston St (West)",2020-07-02 09:00:00,2020-07-02,9,35
"Little Collins St-Swanston St (East)",2020-07-02 09:00:00,2020-07-02,9,213
"Flinders La-Swanston St (West)",2020-07-02 09:00:00,2020-07-02,9,710
"Pelham St (South)",2020-07-02 09:00:00,2020-07-02,9,46
"Melbourne Central-Elizabeth St (East)",2020-07-02 09:00:00,2020-07-02,9,365
"QVM-Queen St (East)",2020-07-02 09:00:00,2020-07-02,9,152
"QVM-Therry St (South)",2020-07-02 09:00:00,2020-07-02,9,119
"Faraday St-Lygon St (West)",2020-07-02 09:00:00,2020-07-02,9,140
"QVM-Franklin St (North)",2020-07-02 09:00:00,2020-07-02,9,79
"Elizabeth St-Lonsdale St (South)",2020-07-02 09:00:00,2020-07-02,9,127
"Lincoln-Swanston (W)",2020-07-02 09:00:00,2020-07-02,9,NA
"Elizabeth St-La Trobe St (East)",2020-07-02 09:00:00,2020-07-02,9,NA
"Lonsdale St - Elizabeth St (North)",2020-07-02 09:00:00,2020-07-02,9,89
"Bourke St Bridge",2020-07-02 09:00:00,2020-07-02,9,124
"Bourke St - Spencer St (North)",2020-07-02 09:00:00,2020-07-02,9,339
"RMIT Bld 80 - 445 Swanston Street",2020-07-02 09:00:00,2020-07-02,9,33
"Flinders La-Swanston St (West) Temporary",2020-07-02 09:00:00,2020-07-02,9,NA
"RMIT Building 14",2020-07-02 09:00:00,2020-07-02,9,108
"380 Elizabeth St",2020-07-02 09:00:00,2020-07-02,9,381
"La Trobe St (North)",2020-07-02 09:00:00,2020-07-02,9,52
"231 Bourke St",2020-07-02 09:00:00,2020-07-02,9,158
"Royal Pde - Grattan St",2020-07-02 09:00:00,2020-07-02,9,138
"Bourke Street Mall (North)",2020-07-02 10:00:00,2020-07-02,10,538
"Bourke Street Mall (South)",2020-07-02 10:00:00,2020-07-02,10,379
"Melbourne Central",2020-07-02 10:00:00,2020-07-02,10,332
"Town Hall (West)",2020-07-02 10:00:00,2020-07-02,10,681
"Princes Bridge",2020-07-02 10:00:00,2020-07-02,10,505
"Flinders Street Station Underpass",2020-07-02 10:00:00,2020-07-02,10,373
"Birrarung Marr",2020-07-02 10:00:00,2020-07-02,10,94
"Webb Bridge",2020-07-02 10:00:00,2020-07-02,10,170
"Southern Cross Station",2020-07-02 10:00:00,2020-07-02,10,122
"Victoria Point",2020-07-02 10:00:00,2020-07-02,10,81
"Waterfront City",2020-07-02 10:00:00,2020-07-02,10,35
"New Quay",2020-07-02 10:00:00,2020-07-02,10,131
"Flagstaff Station",2020-07-02 10:00:00,2020-07-02,10,NA
"Sandridge Bridge",2020-07-02 10:00:00,2020-07-02,10,319
"State Library",2020-07-02 10:00:00,2020-07-02,10,NA
"Collins St (North)",2020-07-02 10:00:00,2020-07-02,10,529
"Collins Place (South)",2020-07-02 10:00:00,2020-07-02,10,253
"Collins Place (North)",2020-07-02 10:00:00,2020-07-02,10,141
"Chinatown-Swanston St (North)",2020-07-02 10:00:00,2020-07-02,10,115
"Chinatown-Lt Bourke St (South)",2020-07-02 10:00:00,2020-07-02,10,83
"Bourke St-Russell St (West)",2020-07-02 10:00:00,2020-07-02,10,NA
"Flinders St-Elizabeth St (East)",2020-07-02 10:00:00,2020-07-02,10,892
"Spencer St-Collins St (South)",2020-07-02 10:00:00,2020-07-02,10,138
"Spencer St-Collins St (North)",2020-07-02 10:00:00,2020-07-02,10,544
"Melbourne Convention Exhibition Centre",2020-07-02 10:00:00,2020-07-02,10,351
"QV Market-Elizabeth St (West)",2020-07-02 10:00:00,2020-07-02,10,494
"QV Market-Peel St",2020-07-02 10:00:00,2020-07-02,10,145
"The Arts Centre",2020-07-02 10:00:00,2020-07-02,10,358
"St Kilda Rd-Alexandra Gardens",2020-07-02 10:00:00,2020-07-02,10,98
"Lonsdale St (South)",2020-07-02 10:00:00,2020-07-02,10,136
"Lygon St (West)",2020-07-02 10:00:00,2020-07-02,10,116
"City Square",2020-07-02 10:00:00,2020-07-02,10,NA
"Flinders St-Spring St (West)",2020-07-02 10:00:00,2020-07-02,10,NA
"Flinders St-Spark La",2020-07-02 10:00:00,2020-07-02,10,50
"Southbank",2020-07-02 10:00:00,2020-07-02,10,296
"Queen St (West)",2020-07-02 10:00:00,2020-07-02,10,197
"Lygon St (East)",2020-07-02 10:00:00,2020-07-02,10,72
"Alfred Place",2020-07-02 10:00:00,2020-07-02,10,NA
"Lonsdale St-Spring St (West)",2020-07-02 10:00:00,2020-07-02,10,145
"Grattan St-Swanston St (West)",2020-07-02 10:00:00,2020-07-02,10,73
"Monash Rd-Swanston St (West)",2020-07-02 10:00:00,2020-07-02,10,51
"Tin Alley-Swanston St (West)",2020-07-02 10:00:00,2020-07-02,10,31
"Little Collins St-Swanston St (East)",2020-07-02 10:00:00,2020-07-02,10,294
"Flinders La-Swanston St (West)",2020-07-02 10:00:00,2020-07-02,10,907
"Pelham St (South)",2020-07-02 10:00:00,2020-07-02,10,45
"Melbourne Central-Elizabeth St (East)",2020-07-02 10:00:00,2020-07-02,10,529
"QVM-Queen St (East)",2020-07-02 10:00:00,2020-07-02,10,239
"QVM-Therry St (South)",2020-07-02 10:00:00,2020-07-02,10,172
"Faraday St-Lygon St (West)",2020-07-02 10:00:00,2020-07-02,10,195
"QVM-Franklin St (North)",2020-07-02 10:00:00,2020-07-02,10,98
"Elizabeth St-Lonsdale St (South)",2020-07-02 10:00:00,2020-07-02,10,159
"Lincoln-Swanston (W)",2020-07-02 10:00:00,2020-07-02,10,2
"Elizabeth St-La Trobe St (East)",2020-07-02 10:00:00,2020-07-02,10,NA
"Lonsdale St - Elizabeth St (North)",2020-07-02 10:00:00,2020-07-02,10,177
"Bourke St Bridge",2020-07-02 10:00:00,2020-07-02,10,102
"Bourke St - Spencer St (North)",2020-07-02 10:00:00,2020-07-02,10,251
"RMIT Bld 80 - 445 Swanston Street",2020-07-02 10:00:00,2020-07-02,10,59
"Flinders La-Swanston St (West) Temporary",2020-07-02 10:00:00,2020-07-02,10,NA
"RMIT Building 14",2020-07-02 10:00:00,2020-07-02,10,146
"380 Elizabeth St",2020-07-02 10:00:00,2020-07-02,10,539
"La Trobe St (North)",2020-07-02 10:00:00,2020-07-02,10,87
"231 Bourke St",2020-07-02 10:00:00,2020-07-02,10,221
"Royal Pde - Grattan St",2020-07-02 10:00:00,2020-07-02,10,131
"Bourke Street Mall (North)",2020-07-02 11:00:00,2020-07-02,11,815
"Bourke Street Mall (South)",2020-07-02 11:00:00,2020-07-02,11,594
"Melbourne Central",2020-07-02 11:00:00,2020-07-02,11,487
"Town Hall (West)",2020-07-02 11:00:00,2020-07-02,11,933
"Princes Bridge",2020-07-02 11:00:00,2020-07-02,11,544
"Flinders Street Station Underpass",2020-07-02 11:00:00,2020-07-02,11,403
"Birrarung Marr",2020-07-02 11:00:00,2020-07-02,11,115
"Webb Bridge",2020-07-02 11:00:00,2020-07-02,11,167
"Southern Cross Station",2020-07-02 11:00:00,2020-07-02,11,122
"Victoria Point",2020-07-02 11:00:00,2020-07-02,11,88
"Waterfront City",2020-07-02 11:00:00,2020-07-02,11,36
"New Quay",2020-07-02 11:00:00,2020-07-02,11,149
"Flagstaff Station",2020-07-02 11:00:00,2020-07-02,11,NA
"Sandridge Bridge",2020-07-02 11:00:00,2020-07-02,11,324
"State Library",2020-07-02 11:00:00,2020-07-02,11,NA
"Collins St (North)",2020-07-02 11:00:00,2020-07-02,11,629
"Collins Place (South)",2020-07-02 11:00:00,2020-07-02,11,273
"Collins Place (North)",2020-07-02 11:00:00,2020-07-02,11,198
"Chinatown-Swanston St (North)",2020-07-02 11:00:00,2020-07-02,11,212
"Chinatown-Lt Bourke St (South)",2020-07-02 11:00:00,2020-07-02,11,135
"Bourke St-Russell St (West)",2020-07-02 11:00:00,2020-07-02,11,NA
"Flinders St-Elizabeth St (East)",2020-07-02 11:00:00,2020-07-02,11,930
"Spencer St-Collins St (South)",2020-07-02 11:00:00,2020-07-02,11,137
"Spencer St-Collins St (North)",2020-07-02 11:00:00,2020-07-02,11,494
"Melbourne Convention Exhibition Centre",2020-07-02 11:00:00,2020-07-02,11,434
"QV Market-Elizabeth St (West)",2020-07-02 11:00:00,2020-07-02,11,526
"QV Market-Peel St",2020-07-02 11:00:00,2020-07-02,11,154
"The Arts Centre",2020-07-02 11:00:00,2020-07-02,11,389
"St Kilda Rd-Alexandra Gardens",2020-07-02 11:00:00,2020-07-02,11,145
"Lonsdale St (South)",2020-07-02 11:00:00,2020-07-02,11,239
"Lygon St (West)",2020-07-02 11:00:00,2020-07-02,11,127
"City Square",2020-07-02 11:00:00,2020-07-02,11,NA
"Flinders St-Spring St (West)",2020-07-02 11:00:00,2020-07-02,11,NA
"Flinders St-Spark La",2020-07-02 11:00:00,2020-07-02,11,56
"Southbank",2020-07-02 11:00:00,2020-07-02,11,382
"Queen St (West)",2020-07-02 11:00:00,2020-07-02,11,176
"Lygon St (East)",2020-07-02 11:00:00,2020-07-02,11,89
"Alfred Place",2020-07-02 11:00:00,2020-07-02,11,NA
"Lonsdale St-Spring St (West)",2020-07-02 11:00:00,2020-07-02,11,178
"Grattan St-Swanston St (West)",2020-07-02 11:00:00,2020-07-02,11,80
"Monash Rd-Swanston St (West)",2020-07-02 11:00:00,2020-07-02,11,64
"Tin Alley-Swanston St (West)",2020-07-02 11:00:00,2020-07-02,11,28
"Little Collins St-Swanston St (East)",2020-07-02 11:00:00,2020-07-02,11,372
"Flinders La-Swanston St (West)",2020-07-02 11:00:00,2020-07-02,11,1197
"Pelham St (South)",2020-07-02 11:00:00,2020-07-02,11,47
"Melbourne Central-Elizabeth St (East)",2020-07-02 11:00:00,2020-07-02,11,565
"QVM-Queen St (East)",2020-07-02 11:00:00,2020-07-02,11,267
"QVM-Therry St (South)",2020-07-02 11:00:00,2020-07-02,11,133
"Faraday St-Lygon St (West)",2020-07-02 11:00:00,2020-07-02,11,276
"QVM-Franklin St (North)",2020-07-02 11:00:00,2020-07-02,11,129
"Elizabeth St-Lonsdale St (South)",2020-07-02 11:00:00,2020-07-02,11,207
"Lincoln-Swanston (W)",2020-07-02 11:00:00,2020-07-02,11,NA
"Elizabeth St-La Trobe St (East)",2020-07-02 11:00:00,2020-07-02,11,NA
"Lonsdale St - Elizabeth St (North)",2020-07-02 11:00:00,2020-07-02,11,174
"Bourke St Bridge",2020-07-02 11:00:00,2020-07-02,11,137
"Bourke St - Spencer St (North)",2020-07-02 11:00:00,2020-07-02,11,350
"RMIT Bld 80 - 445 Swanston Street",2020-07-02 11:00:00,2020-07-02,11,96
"Flinders La-Swanston St (West) Temporary",2020-07-02 11:00:00,2020-07-02,11,NA
"RMIT Building 14",2020-07-02 11:00:00,2020-07-02,11,185
"380 Elizabeth St",2020-07-02 11:00:00,2020-07-02,11,614
"La Trobe St (North)",2020-07-02 11:00:00,2020-07-02,11,96
"231 Bourke St",2020-07-02 11:00:00,2020-07-02,11,303
"Royal Pde - Grattan St",2020-07-02 11:00:00,2020-07-02,11,24
"Bourke Street Mall (North)",2020-07-02 12:00:00,2020-07-02,12,1199
"Bourke Street Mall (South)",2020-07-02 12:00:00,2020-07-02,12,797
"Melbourne Central",2020-07-02 12:00:00,2020-07-02,12,660
"Town Hall (West)",2020-07-02 12:00:00,2020-07-02,12,1249
"Princes Bridge",2020-07-02 12:00:00,2020-07-02,12,706
"Flinders Street Station Underpass",2020-07-02 12:00:00,2020-07-02,12,449
"Birrarung Marr",2020-07-02 12:00:00,2020-07-02,12,186
"Webb Bridge",2020-07-02 12:00:00,2020-07-02,12,218
"Southern Cross Station",2020-07-02 12:00:00,2020-07-02,12,174
"Victoria Point",2020-07-02 12:00:00,2020-07-02,12,79
"Waterfront City",2020-07-02 12:00:00,2020-07-02,12,74
"New Quay",2020-07-02 12:00:00,2020-07-02,12,211
"Flagstaff Station",2020-07-02 12:00:00,2020-07-02,12,NA
"Sandridge Bridge",2020-07-02 12:00:00,2020-07-02,12,408
"State Library",2020-07-02 12:00:00,2020-07-02,12,NA
"Collins St (North)",2020-07-02 12:00:00,2020-07-02,12,744
"Collins Place (South)",2020-07-02 12:00:00,2020-07-02,12,394
"Collins Place (North)",2020-07-02 12:00:00,2020-07-02,12,198
"Chinatown-Swanston St (North)",2020-07-02 12:00:00,2020-07-02,12,372
"Chinatown-Lt Bourke St (South)",2020-07-02 12:00:00,2020-07-02,12,204
